1261.30 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 716821376.00 0.00 
1261.31 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 744980480.00 0.00 
8.34 7.47 25.00 0.00 7.47 4.00 100.00 540.00 27977.00 411.00 
1269.73 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 5663.00 544779744.00 0.00 
1330.92 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 721386480.00 0.00 
0.74 0.62 25.00 0.00 0.62 4.00 100.00 60.00 3053.00 68.00 
6.47 5.74 25.00 0.00 5.74 4.00 100.00 456.00 18643.00 430.00 
12.79 11.36 25.00 0.00 11.36 4.00 100.00 1072.00 39024.00 690.00 
13.47 12.70 25.00 0.00 12.70 4.00 100.00 1373.00 13838.00 236.00 
1.82 1.70 25.00 0.00 1.70 4.00 100.00 144.00 2277.00 25.00 
3.11 2.54 25.00 0.00 2.54 4.00 100.00 148.00 12608.00 267.00 
9.20 8.36 25.00 0.00 8.36 4.00 100.00 793.00 23926.00 442.00 
22.75 21.69 25.00 0.00 21.69 4.00 100.00 2078.00 24769.00 487.00 
10.15 9.42 25.00 0.00 9.42 4.00 100.00 866.00 26345.00 421.00 
25.87 22.94 25.00 0.00 22.94 4.00 100.00 2004.00 57502.00 1050.00 
1437.83 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 759066624.00 0.00 
36.20 33.32 25.00 0.00 33.32 4.00 100.00 2711.00 47895.00 962.00 
1474.18 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 818962960.00 0.00 
1474.22 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 8730.00 580558896.00 0.00 
24.48 22.06 25.00 0.00 22.06 4.00 100.00 1925.00 53745.00 1016.00 
41.58 37.55 25.00 0.00 37.55 4.00 100.00 2687.00 68657.00 1134.00 
9.84 8.83 25.00 0.00 8.83 4.00 100.00 695.00 23953.00 466.00 
1610.48 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 821871424.00 0.00 
11.79 10.49 25.00 0.00 10.49 4.00 100.00 823.00 38839.00 673.00 
12.13 10.66 25.00 0.00 10.66 4.00 100.00 937.00 32856.00 638.00 
9.52 8.36 25.00 0.00 8.36 4.00 100.00 590.00 18618.00 400.00 
16.00 13.80 25.00 0.00 13.80 4.00 100.00 1002.00 37547.00 746.00 
32.22 31.54 25.00 0.00 31.54 4.00 100.00 3202.00 23664.00 489.00 
14.68 13.25 25.00 0.00 13.25 4.00 100.00 1265.00 34761.00 764.00 
1.58 1.40 25.00 0.00 1.40 4.00 100.00 112.00 5113.00 90.00 
1708.86 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 5438.00 559821936.00 0.00 
10.63 9.36 25.00 0.00 9.36 4.00 100.00 942.00 18895.00 378.00 
1.55 1.37 25.00 0.00 1.37 4.00 100.00 78.00 5221.00 97.00 
11.80 10.61 25.00 0.00 10.61 4.00 100.00 864.00 26054.00 538.00 
1793.10 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 0.00 1054834624.00 0.00 
1793.13 -1.00 25.00 0.00 -1.00 4.00 1000000000.00 5331.00 1021941344.00 0.00 
8.29 7.27 25.00 0.00 7.27 4.00 100.00 653.00 25030.00 516.00 
